NumPy API,,,,,,
errstate,errstate(**kwargs) Context manager for floating-point error handling. Using an instance of `errstate` as a context manager allows statements in that context to execute with a known error handling beha,Other,other,,,
euler_gamma,"float(x) -> floating point number Convert a string or number to a floating point number, if possible.",Creation/Reading,constant,,,
exp,"exp(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Calculate the exponential of all elements in the input array. Parameters ---------- x :",Computation/Transformation,map,,,
exp2,"exp2(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Calculate `2**p` for all `p` in the input array. Parameters ---------- x : array_like",Computation/Transformation,map,,,
expand_dims,"Expand the shape of an array. Insert a new axis that will appear at the `axis` position in the expanded array shape. .. note:: Previous to NumPy 1.13.0, neither ``axis < -a.ndim - 1`` nor    ``axis >",Indexing/Subsetting,reshape,,,
expm1,"expm1(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Calculate ``exp(x) - 1`` for all elements in the array. Parameters ---------- x : arra",Computation/Transformation,map,,,
extract,"Return the elements of an array that satisfy some condition. This is equivalent to ``np.compress(ravel(condition), ravel(arr))``.  If `condition` is boolean ``np.extract`` is equivalent to ``arr[condi",Indexing/Subsetting,reduce,,,
eye,"Return a 2-D array with ones on the diagonal and zeros elsewhere. Parameters ---------- N : int   Number of rows in the output. M : int, optional   Number of columns in the output. If None, defaults t",Creation/Reading,function,,,
fabs,"fabs(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute the absolute values element-wise. This function returns the absolute values (po",Computation/Transformation,map,,,
fastCopyAndTranspose,_fastCopyAndTranspose(a),Computation/Transformation,reshape,,,
fft,Discrete Fourier Transform (:mod:`numpy.fft`) ============================================= .. currentmodule:: numpy.fft Standard FFTs ------------- .. autosummary::    :toctree: generated/    fft,Computation/Transformation,,,,
fill_diagonal,"Fill the main diagonal of the given array of any dimensionality. For an array `a` with ``a.ndim >= 2``, the diagonal is the list of locations with indices ``a[i, ..., i]`` all identical. This function",Computation/Transformation,,,,
find_common_type,Determine common type following standard coercion rules. Parameters ---------- array_types : sequence     A list of dtypes or dtype convertible objects representing arrays. scalar_types : sequence,MetaData/Attributes,dtype,,,
finfo,finfo(dtype) Machine limits for floating point types. Attributes ---------- bits : int     The number of bits occupied by the type. eps : float     The smallest representable positive number such that,Other,other,,,
fix,Round to nearest integer towards zero. Round an array of floats element-wise to nearest integer towards zero. The rounded values are returned as floats. Parameters ---------- x : array_like     An arr,Computation/Transformation,map,,,
flatiter,"Flat iterator object to iterate over arrays. A `flatiter` iterator is returned by ``x.flat`` for any array `x`. It allows iterating over the array as if it were a 1-D array, either in a for-loop or by",Reporting/Output,to type,,,
flatnonzero,Return indices that are non-zero in the flattened version of a. This is equivalent to a.ravel().nonzero()[0]. Parameters ---------- a : ndarray     Input array. Returns ------- res : ndarray     Outpu,Computation/Transformation,map w/ index,,,
flexible,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Other,from type,,,
flip,"Reverse the order of elements in an array along the given axis. The shape of the array is preserved, but the elements are reordered. .. versionadded:: 1.12.0 Parameters ---------- m : array_like     I",Indexing/Subsetting,index,,,
fliplr,"Flip array in the left/right direction. Flip the entries in each row in the left/right direction. Columns are preserved, but appear in a different order than before. Parameters ---------- m : array_li",Indexing/Subsetting,index,,,
flipud,"Flip array in the up/down direction. Flip the entries in each column in the up/down direction. Rows are preserved, but appear in a different order than before. Parameters ---------- m : array_like",Indexing/Subsetting,index,,,
float,"float(x) -> floating point number Convert a string or number to a floating point number, if possible.",Creation/Reading,from type,,,
float128,128-bit floating-point number. Character code: 'g'. C long float compatible.,Creation/Reading,from type,,,
float16,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
float32,32-bit floating-point number. Character code 'f'. C float compatible.,Creation/Reading,from type,,,
float64,64-bit floating-point number. Character code 'd'. Python float compatible.,Creation/Reading,from type,,,
float_,64-bit floating-point number. Character code 'd'. Python float compatible.,Creation/Reading,from type,,,
float_power,"float_power(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) First array elements raised to powers from second array, element-wise. Rais",Computation/Transformation,from type,,,
floating,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Other,from type,,,
floor,"floor(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the floor of the input, element-wise. The floor of the scalar `x` is the larges",Computation/Transformation,map,,,
floor_divide,"floor_divide(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the largest integer smaller or equal to the division of the inputs.",Computation/Transformation,zipmap,,,
fmax,"fmax(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Element-wise maximum of array elements. Compare two arrays and returns a new array",Computation/Transformation,zipmap,,,
fmin,"fmin(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Element-wise minimum of array elements. Compare two arrays and returns a new array",Computation/Transformation,zipmap,,,
fmod,"fmod(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the element-wise remainder of division. This is the NumPy implementation of",Computation/Transformation,zipmap,,,
format_float_positional,"Format a floating-point scalar as a decimal string in positional notation. Provides control over rounding, trimming and padding. Uses and assumes IEEE unbiased rounding. Uses the ""Dragon4"" algorithm.",Reporting/Output,to string,,,
format_float_scientific,"Format a floating-point scalar as a decimal string in scientific notation. Provides control over rounding, trimming and padding. Uses and assumes IEEE unbiased rounding. Uses the ""Dragon4"" algorithm.",Reporting/Output,to string,,,
format_parser,"Class to convert formats, names, titles description to a dtype. After constructing the format_parser object, the dtype attribute is the converted data-type: ``dtype = format_parser(formats, names, tit",Reporting/Output,to string,,,
frexp,"frexp(x[, out1, out2], / [, out=(None, None)], *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Decompose the elements of x into mantissa and twos exponent.",Computation/Transformation,map,,,
frombuffer,"frombuffer(buffer, dtype=float, count=-1, offset=0) Interpret a buffer as a 1-dimensional array. Parameters ---------- buffer : buffer_like     An object that exposes the buffer interface. dtype : dat",Creation/Reading,from type,,,
fromfile,"fromfile(file, dtype=float, count=-1, sep='') Construct an array from data in a text or binary file. A highly efficient way of reading binary data with a known data-type, as well as parsing simply for",Creation/Reading,from type,,,
fromfunction,"Construct an array by executing a function over each coordinate. The resulting array therefore has a value ``fn(x, y, z)`` at coordinate ``(x, y, z)``. Parameters ---------- function : callable     Th",Creation/Reading,function,,,
fromiter,"fromiter(iterable, dtype, count=-1) Create a new 1-dimensional array from an iterable object. Parameters ---------- iterable : iterable object     An iterable object providing data for the array. dtyp",Creation/Reading,from type,,,
frompyfunc,"frompyfunc(func, nin, nout) Takes an arbitrary Python function and returns a NumPy ufunc. Can be used, for example, to add broadcasting to a built-in Python function (see Examples section). Parameters",Other,other,,,
fromregex,"Construct an array from a text file, using regular expression parsing. The returned array is always a structured array, and is constructed from all matches of the regular expression in the file. Group",Creation/Reading,from type,,,
fromstring,"fromstring(string, dtype=float, count=-1, sep='') A new 1-D array initialized from text data in a string. Parameters ---------- string : str     A string containing the data. dtype : data-type, option",Creation/Reading,from type,,,
full,"Return a new array of given shape and type, filled with `fill_value`. Parameters ---------- shape : int or sequence of ints     Shape of the new array, e.g., ``(2, 3)`` or ``2``. fill_value : scalar",Creation/Reading,function,,,
full_like,Return a full array with the same shape and type as a given array. Parameters ---------- a : array_like     The shape and data-type of `a` define these same attributes of     the returned array. fill_,Creation/Reading,function,,,
fv,"Compute the future value. Given:  * a present value, `pv`  * an interest `rate` compounded once per period, of which    there are  * `nper` total  * a (fixed) payment, `pmt`, paid either  * at the beg",Computation/Transformation,map,,,
generic,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
genfromtxt,"Load data from a text file, with missing values handled as specified. Each line past the first `skip_header` lines is split at the `delimiter` character, and characters following the `comments` charac",Creation/Reading,from type,,,
geomspace,"Return numbers spaced evenly on a log scale (a geometric progression). This is similar to `logspace`, but with endpoints specified directly. Each output sample is a constant multiple of the previous.",Creation/Reading,function,,,
get_array_wrap,"Find the wrapper for the array with the highest priority. In case of ties, leftmost wins. If no wrapper is found, return None",Other,other,,,
get_include,Return the directory that contains the NumPy \*.h header files. Extension modules that need to compile against NumPy should use this function to locate the appropriate include directory. Notes ----- W,Other,other,,,
get_printoptions,Return the current print options. Returns ------- print_opts : dict     Dictionary of current print options with keys       - precision : int       - threshold : int       - edgeitems : int       - li,Other,other,,,
getbufsize,Return the size of the buffer used in ufuncs. Returns ------- getbufsize : int     Size of ufunc buffer in bytes.,MetaData/Attributes,size,,,
geterr,"Get the current way of handling floating-point errors. Returns ------- res : dict     A dictionary with keys ""divide"", ""over"", ""under"", and ""invalid"",     whose values are from the strings ""ignore"", """,Other,other,,,
geterrcall,"Return the current callback function used on floating-point errors. When the error handling for a floating-point error (one of ""divide"", ""over"", ""under"", or ""invalid"") is set to 'call' or 'log', the f",Other,other,,,
geterrobj,geterrobj() Return the current object that defines floating-point error handling. The error object contains all information that defines the error handling behavior in NumPy. `geterrobj` is used inter,Other,other,,,
gradient,Return the gradient of an N-dimensional array. The gradient is computed using second order accurate central differences in the interior points and either first or second order accurate one-sides (forw,Computation/Transformation,,,,
greater,"greater(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the truth value of (x1 > x2) element-wise. Parameters ---------- x1, x2",Computation/Transformation,zipmap,,,
greater_equal,"greater_equal(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the truth value of (x1 >= x2) element-wise. Parameters ----------",Computation/Transformation,zipmap,,,
half,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
hamming,"Return the Hamming window. The Hamming window is a taper formed by using a weighted cosine. Parameters ---------- M : int     Number of points in the output window. If zero or less, an     empty array",Creation/Reading,function,,,
hanning,"Return the Hanning window. The Hanning window is a taper formed by using a weighted cosine. Parameters ---------- M : int     Number of points in the output window. If zero or less, an     empty array",Creation/Reading,function,,,
heaviside,"heaviside(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute the Heaviside step function. The Heaviside step function is defined a",Computation/Transformation,zipmap,,,
histogram,"Compute the histogram of a set of data. Parameters ---------- a : array_like     Input data. The histogram is computed over the flattened array. bins : int or sequence of scalars or str, optional",Computation/Transformation,reshape,,,
histogram2d,"Compute the bi-dimensional histogram of two data samples. Parameters ---------- x : array_like, shape (N,)     An array containing the x coordinates of the points to be     histogrammed. y : array_lik",Computation/Transformation,reduce,,,
histogramdd,"Compute the multidimensional histogram of some data. Parameters ---------- sample : array_like     The data to be histogrammed. It must be an (N,D) array or data     that can be converted to such. The",Computation/Transformation,reduce,,,
hsplit,"Split an array into multiple sub-arrays horizontally (column-wise). Please refer to the `split` documentation.  `hsplit` is equivalent to `split` with ``axis=1``, the array is always split along the s",Indexing/Subsetting,combine/split,,,
hstack,"Stack arrays in sequence horizontally (column wise). This is equivalent to concatenation along the second axis, except for 1-D arrays where it concatenates along the first axis. Rebuilds arrays divide",Indexing/Subsetting,combine/split,,,
hypot,"hypot(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Given the ""legs"" of a right triangle, return its hypotenuse. Equivalent to ``sqrt",Computation/Transformation,map,,,
i0,"Modified Bessel function of the first kind, order 0. Usually denoted :math:`I_0`.  This function does broadcast, but will *not* ""up-cast"" int dtype arguments unless accompanied by at least one float o",Computation/Transformation,map,,,
identity,"Return the identity array. The identity array is a square array with ones on the main diagonal. Parameters ---------- n : int     Number of rows (and columns) in `n` x `n` output. dtype : data-type, o",Creation/Reading,function,,,
iinfo,iinfo(type) Machine limits for integer types. Attributes ---------- bits : int     The number of bits occupied by the type. min : int     The smallest integer expressible by the type. max : int     Th,Other,other,,,
imag,Return the imaginary part of the complex argument. Parameters ---------- val : array_like     Input array. Returns ------- out : ndarray or scalar     The imaginary component of the complex argument.,Computation/Transformation,map,,,
in1d,Test whether each element of a 1-D array is also present in a second array. Returns a boolean array the same length as `ar1` that is True where an element of `ar1` is in `ar2` and False otherwise. We,Computation/Transformation,map,,,
index_exp,"A nicer way to build up index tuples for arrays. .. note::    Use one of the two predefined instances `index_exp` or `s_`    rather than directly using `IndexExpression`. For any index combination, in",Indexing/Subsetting,index,,,
indices,"Return an array representing the indices of a grid. Compute an array where the subarrays contain index values 0,1,... varying only along the corresponding axis. Parameters ---------- dimensions : sequ",Creation/Reading,function,,,
inexact,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
inf,"float(x) -> floating point number Convert a string or number to a floating point number, if possible.",Creation/Reading,from type,,,
info,"Get help information for a function, class, or module. Parameters ---------- object : object or str, optional     Input object or name to get information about. If `object` is a     numpy object, its",Other,other,,,
infty,"float(x) -> floating point number Convert a string or number to a floating point number, if possible.",Creation/Reading,from type,,,
inner,"inner(a, b) Inner product of two arrays. Ordinary inner product of vectors for 1-D arrays (without complex conjugation), in higher dimensions a sum product over the last axes. Parameters ---------- a,",Computation/Transformation,,,,
insert,"Insert values along the given axis before the given indices. Parameters ---------- arr : array_like     Input array. obj : int, slice or sequence of ints     Object that defines the index or indices b",Creation/Reading,combine/split,,,
int,"int(x=0) -> integer int(x, base=10) -> integer Convert a number or string to an integer, or return 0 if no arguments are given.  If x is a number, return x.__int__().  For floating point numbers, this",Creation/Reading,from type,,,
int0,64-bit integer. Character code 'l'. Python int compatible.,Creation/Reading,from type,,,
int16,16-bit integer. Character code ``h``. C short compatible.,Creation/Reading,from type,,,
int32,32-bit integer. Character code 'i'. C int compatible.,Creation/Reading,from type,,,
int64,64-bit integer. Character code 'l'. Python int compatible.,Creation/Reading,from type,,,
int8,8-bit integer. Character code ``b``. C char compatible.,Creation/Reading,from type,,,
int_,64-bit integer. Character code 'l'. Python int compatible.,Creation/Reading,from type,,,
int_asbuffer,?,Other,from type,,,
intc,32-bit integer. Character code 'i'. C int compatible.,Creation/Reading,from type,,,
integer,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
interp,One-dimensional linear interpolation. Returns the one-dimensional piecewise linear interpolant to a function with given values at discrete data-points. Parameters ---------- x : array_like     The x-c,Computation/Transformation,map,,,
intersect1d,"Find the intersection of two arrays. Return the sorted, unique values that are in both of the input arrays. Parameters ---------- ar1, ar2 : array_like     Input arrays. assume_unique : bool     If Tr",Computation/Transformation,zipreduce,,,
intp,64-bit integer. Character code 'l'. Python int compatible.,Creation/Reading,from type,,,
invert,"invert(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute bit-wise inversion, or bit-wise NOT, element-wise. Computes the bit-wise NOT",Computation/Transformation,map,,,
ipmt,"Compute the interest portion of a payment. Parameters ---------- rate : scalar or array_like of shape(M, )     Rate of interest as decimal (not per cent) per period per : scalar or array_like of shape",Computation/Transformation,map,,,
irr,"Return the Internal Rate of Return (IRR). This is the ""average"" periodically compounded rate of return that gives a net present value of 0.0; for a more complete explanation, see Notes below. :class:`",Computation/Transformation,map,,,
is_busday,"is_busday(dates, weekmask='1111100', holidays=None, busdaycal=None, out=None) Calculates which of the given dates are valid days, and which are not. .. versionadded:: 1.7.0 Parameters ---------- dates",Computation/Transformation,map,,,
isclose,"Returns a boolean array where two arrays are element-wise equal within a tolerance. The tolerance values are positive, typically very small numbers.  The relative difference (`rtol` * abs(`b`)) and th",Computation/Transformation,zipmap,,,
iscomplex,"Returns a bool array, where True if input element is complex. What is tested is whether the input has a non-zero imaginary part, not if the input type is complex. Parameters ---------- x : array_like",Computation/Transformation,map,,,
iscomplexobj,"Check for a complex type or an array of complex numbers. The type of the input is checked, not the value. Even if the input has an imaginary part equal to zero, `iscomplexobj` evaluates to True. Param",MetaData/Attributes,dtype,,,
isfinite,"isfinite(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Test element-wise for finiteness (not infinity or not Not a Number). The result is",Computation/Transformation,map,,,
isfortran,"Returns True if the array is Fortran contiguous but *not* C contiguous. This function is obsolete and, because of changes due to relaxed stride checking, its return value for the same array may differ",MetaData/Attributes,,,,
isin,"Calculates `element in test_elements`, broadcasting over `element` only. Returns a boolean array of the same shape as `element` that is True where an element of `element` is in `test_elements` and Fal",Computation/Transformation,map,,,
isinf,"isinf(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Test element-wise for positive or negative infinity. Returns a boolean array of the sa",Computation/Transformation,map,,,
isnan,"isnan(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Test element-wise for NaN and return result as a boolean array. Parameters ----------",Computation/Transformation,map,,,
isnat,"isnat(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Test element-wise for NaT (not a time) and return result as a boolean array. Parameter",Computation/Transformation,map,,,
isneginf,"Test element-wise for negative infinity, return result as bool array. Parameters ---------- x : array_like     The input array. out : array_like, optional     A boolean array with the same shape and t",Computation/Transformation,map,,,
isposinf,"Test element-wise for positive infinity, return result as bool array. Parameters ---------- x : array_like     The input array. y : array_like, optional     A boolean array with the same shape as `x`",Computation/Transformation,map,,,
isreal,"Returns a bool array, where True if input element is real. If element has complex type with zero complex part, the return value for that element is True. Parameters ---------- x : array_like     Input",Computation/Transformation,map,,,
isrealobj,"Return True if x is a not complex type or an array of complex numbers. The type of the input is checked, not the value. So even if the input has an imaginary part equal to zero, `isrealobj` evaluates",MetaData/Attributes,dtype,,,
isscalar,"Returns True if the type of `num` is a scalar type. Parameters ---------- num : any     Input argument, can be of any type and shape. Returns ------- val : bool     True if `num` is a scalar type, Fal",MetaData/Attributes,dtype,,,
issctype,"Determines whether the given object represents a scalar data-type. Parameters ---------- rep : any     If `rep` is an instance of a scalar dtype, True is returned. If not,     False is returned. Retur",MetaData/Attributes,dtype,,,
issubclass_,"Determine if a class is a subclass of a second class. `issubclass_` is equivalent to the Python built-in ``issubclass``, except that it returns False instead of raising a TypeError if one of the argum",MetaData/Attributes,dtype,,,
issubdtype,"Returns True if first argument is a typecode lower/equal in type hierarchy. Parameters ---------- arg1, arg2 : dtype_like     dtype or string representing a typecode. Returns ------- out : bool See Al",MetaData/Attributes,dtype,,,
issubsctype,"Determine if the first argument is a subclass of the second argument. Parameters ---------- arg1, arg2 : dtype or dtype specifier     Data-types. Returns ------- out : bool     The result. See Also --",MetaData/Attributes,dtype,,,
iterable,Check whether or not an object can be iterated over. Parameters ---------- y : object   Input object. Returns ------- b : bool   Return ``True`` if the object has an iterator method or is a   sequence,Reporting/Output,to type,,,
ix_,"Construct an open mesh from multiple sequences. This function takes N 1-D sequences and returns N outputs with N dimensions each, such that the shape is 1 in all but one dimension and the dimension wi",Creation/Reading,combine/split,,,
kaiser,"Return the Kaiser window. The Kaiser window is a taper formed by using a Bessel function. Parameters ---------- M : int     Number of points in the output window. If zero or less, an     empty array i",Computation/Transformation,function,,,
kron,"Kronecker product of two arrays. Computes the Kronecker product, a composite array made of blocks of the second array scaled by the first. Parameters ---------- a, b : array_like Returns ------- out :",Computation/Transformation,,,,
ldexp,"ldexp(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Returns x1 * 2**x2, element-wise. The mantissas `x1` and twos exponents `x2` are",Computation/Transformation,zipmap,,,
left_shift,"left_shift(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Shift the bits of an integer to the left. Bits are shifted to the left by ap",Computation/Transformation,zipmap,,,
less,"less(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the truth value of (x1 < x2) element-wise. Parameters ---------- x1, x2 : a",Computation/Transformation,zipmap,,,
less_equal,"less_equal(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the truth value of (x1 =< x2) element-wise. Parameters ---------- x1,",Computation/Transformation,zipmap,,,
lexsort,"lexsort(keys, axis=-1) Perform an indirect sort using a sequence of keys. Given multiple sorting keys, which can be interpreted as columns in a spreadsheet, lexsort returns an array of integer indices",Computation/Transformation,reduce,,,
lib,"Basic functions used by several sub-packages and useful to have in the main name-space. Type Handling ------------- ================ =================== iscomplexobj     Test for complex object, scala",Other,Unkown,,,
linalg,Core Linear Algebra Tools ------------------------- Linear algebra basics: - norm            Vector or matrix norm - inv             Inverse of a square matrix - solve           Solve a linear system,Other,Unkown,,,
linspace,"Return evenly spaced numbers over a specified interval. Returns `num` evenly spaced samples, calculated over the interval [`start`, `stop`]. The endpoint of the interval can optionally be excluded. Pa",Creation/Reading,function,,,
little_endian,"bool(x) -> bool Returns True when the argument x is true, False otherwise. The builtins True and False are the only two instances of the class bool. The class bool is a subclass of the class int, and",Other,dtype,,,
load,"Load arrays or pickled objects from ``.npy``, ``.npz`` or pickled files. Parameters ---------- file : file-like object, string, or pathlib.Path     The file to read. File-like objects must support the",Creation/Reading,from type,,,
loads,"Read and return an object from the given pickle data. The protocol version of the pickle is detected automatically, so no protocol argument is needed.  Bytes past the pickled object's representation a",Creation/Reading,from type,,,
loadtxt,"Load data from a text file. Each row in the text file must have the same number of values. Parameters ---------- fname : file, str, or pathlib.Path     File, filename, or generator to read.  If the fi",Creation/Reading,from type,,,
log,"log(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Natural logarithm, element-wise. The natural logarithm `log` is the inverse of the expon",Computation/Transformation,map,,,
log10,"log10(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the base 10 logarithm of the input array, element-wise. Parameters ---------- x",Computation/Transformation,map,,,
log1p,"log1p(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Return the natural logarithm of one plus the input array, element-wise. Calculates ``l",Computation/Transformation,map,,,
log2,"log2(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Base-2 logarithm of `x`. Parameters ---------- x : array_like     Input values. out : n",Computation/Transformation,map,,,
logaddexp,"logaddexp(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Logarithm of the sum of exponentiations of the inputs. Calculates ``log(exp(x",Computation/Transformation,zipmap,,,
logaddexp2,"logaddexp2(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Logarithm of the sum of exponentiations of the inputs in base-2. Calculates",Computation/Transformation,zipmap,,,
logical_and,"logical_and(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute the truth value of x1 AND x2 element-wise. Parameters ---------- x1",Computation/Transformation,zipmap,,,
logical_not,"logical_not(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute the truth value of NOT x element-wise. Parameters ---------- x : array_l",Computation/Transformation,map,,,
logical_or,"logical_or(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute the truth value of x1 OR x2 element-wise. Parameters ---------- x1,",Computation/Transformation,zipmap,,,
logical_xor,"logical_xor(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Compute the truth value of x1 XOR x2, element-wise. Parameters ---------- x",Computation/Transformation,zipmap,,,
logspace,"Return numbers spaced evenly on a log scale. In linear space, the sequence starts at ``base ** start`` (`base` to the power of `start`) and ends with ``base ** stop`` (see `endpoint` below). Parameter",Creation/Reading,function,,,
long,"int(x=0) -> integer int(x, base=10) -> integer Convert a number or string to an integer, or return 0 if no arguments are given.  If x is a number, return x.__int__().  For floating point numbers, this",Creation/Reading,from type,,,
longcomplex,Composed of two 128 bit floats,Creation/Reading,from type,,,
longdouble,128-bit floating-point number. Character code: 'g'. C long float compatible.,Creation/Reading,from type,,,
longfloat,128-bit floating-point number. Character code: 'g'. C long float compatible.,Creation/Reading,from type,,,
longlong,"Base class for numpy scalar types. Class from which most (all?) numpy scalar types are derived.  For consistency, exposes the same API as `ndarray`, despite many consequent attributes being either ""ge",Creation/Reading,from type,,,
lookfor,"Do a keyword search on docstrings. A list of of objects that matched the search is displayed, sorted by relevance. All given keywords need to be found in the docstring for it to be returned as a resul",Other,other,,,
ma,"\============= Masked Arrays ============= Arrays sometimes contain invalid or missing data.  When doing operations on such arrays, we wish to suppress invalid values, which is the purpose masked array",Other,Unkown,,,
mafromtxt,"Load ASCII data stored in a text file and return a masked array. Parameters ---------- fname, kwargs : For a description of input parameters, see `genfromtxt`. See Also -------- numpy.genfromtxt : gen",Creation/Reading,from type,,,
mask_indices,"Return the indices to access (n, n) arrays, given a masking function. Assume `mask_func` is a function that, for a square array a of size ``(n, n)`` with a possible offset argument `k`, when called as",Creation/Reading,function,,,
mat,"Interpret the input as a matrix. Unlike `matrix`, `asmatrix` does not make a copy if the input is already a matrix or an ndarray.  Equivalent to ``matrix(data, copy=False)``. Parameters ---------- dat",Creation/Reading,from type,,,
math,This module is always available.  It provides access to the mathematical functions defined by the C standard.,other,Unkown,,,
matmul,"matmul(a, b, out=None) Matrix product of two arrays. The behavior depends on the arguments in the following way. - If both arguments are 2-D they are multiplied like conventional   matrices. - If eith",Computation/Transformation,,,,
matrix,"matrix(data, dtype=None, copy=True) Returns a matrix from an array-like object, or from a string of data. A matrix is a specialized 2-D array that retains its 2-D nature through operations.  It has ce",Creation/Reading,from type,,,
matrixlib,Sub-package containing the matrix class and related functions.,Other,Unkown,,,
max,"Return the maximum of an array or maximum along an axis. Parameters ---------- a : array_like     Input data. axis : None or int or tuple of ints, optional     Axis or axes along which to operate.  By",Computation/Transformation,reshape,,,
maximum,"maximum(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True[, signature, extobj]) Element-wise maximum of array elements. Compare two arrays and returns a new ar",Computation/Transformation,zipmap,,,
maximum_sctype,Return the scalar type of highest precision of the same kind as the input. Parameters ---------- t : dtype or dtype specifier     The input data type. This can be a `dtype` object or an object that,MetaData/Attributes,dtype,,,
may_share_memory,"may_share_memory(a, b, max_work=None) Determine if two arrays might share memory A return of True does not necessarily mean that the two arrays share any element.  It just means that they *might*. Onl",MetaData/Attributes,other,,,
mean,"Compute the arithmetic mean along the specified axis. Returns the average of the array elements.  The average is taken over the flattened array by default, otherwise over the specified axis. `float64`",Computation/Transformation,reduce,,,
median,"Compute the median along the specified axis. Returns the median of the array elements. Parameters ---------- a : array_like     Input array or object that can be converted to an array. axis : {int, se",Computation/Transformation,reduce,,,
memmap,"Create a memory-map to an array stored in a *binary* file on disk. Memory-mapped files are used for accessing small segments of large files on disk, without reading the entire file into memory.  NumPy",Creation/Reading,from type,,,
